user_id,rank,item_id,name,score
464,4,20,hirame,4
464,5,25,unagi,4
464,6,46,suzuki,4
464,7,6,ikura,3
464,8,30,geso,3
464,9,42,tobiko,3
464,10,45,sarada,2
465,1,0,ebi,4
465,2,4,uni,4
465,3,8,toro,4
465,4,15,samon,4
465,5,22,kani,4
465,6,1,anago,3
465,7,11,tai,3
465,8,23,kohada,3
465,9,12,akagai,2
465,10,30,geso,2
466,1,1,anago,4
466,2,5,tako,4
466,3,11,tai,4
466,4,15,samon,4
466,5,40,takuwan_maki,4
466,6,43,inari,4
466,7,66,tsubugai,4
466,8,8,toro,3
466,9,31,katsuo,3
466,10,63,hamaguri,2
467,1,2,maguro,4
467,2,5,tako,4
467,3,72,mentaiko_maki,4
467,4,20,hirame,3
467,5,24,torigai,3
467,6,26,tekka_maki,3
467,7,7,tamago,2
467,8,68,hiragai,2
467,9,4,uni,1
467,10,90,hoya,0
468,1,3,ika,4
468,2,4,uni,4
468,3,12,akagai,4
468,4,2,maguro,3
468,5,27,kanpachi,3
468,6,99,kaki,2
468,7,1,anago,1
468,8,26,tekka_maki,1
468,9,15,samon,0
468,10,23,kohada,0
469,1,10,hotategai,4
469,2,23,kohada,4
469,3,39,sayori,4
469,4,2,maguro,2
469,5,3,ika,2
469,6,7,tamago,2
469,7,49,komochi_konbu,2
469,8,94,uni_kurage,2
469,9,38,nattou_maki,1
469,10,29,kappa_maki,0
470,1,0,ebi,4
470,2,5,tako,4
470,3,10,hotategai,4
470,4,18,saba,4
470,5,30,geso,4
470,6,31,katsuo,4
470,7,49,komochi_konbu,4
470,8,58,nattou,4
470,9,48,ume_shiso_maki,3
470,10,89,mamakari,2
471,1,19,chu_toro,4
471,2,32,iwashi,4
471,3,54,sanma,4
471,4,13,hamachi,3
471,5,27,kanpachi,3
471,6,72,mentaiko_maki,3
471,7,0,ebi,2
471,8,2,maguro,2
471,9,89,mamakari,2
471,10,40,takuwan_maki,0
472,1,0,ebi,4
472,2,1,anago,4
472,3,2,maguro,3
472,4,6,ikura,3
472,5,14,awabi,3
472,6,21,aji,3
472,7,48,ume_shiso_maki,3
472,8,31,katsuo,2
472,9,83,sasami,1
472,10,62,gyusashi,0
473,1,11,tai,4
473,2,19,chu_toro,4
473,3,27,kanpachi,4
473,4,41,botanebi,4
473,5,1,anago,3
473,6,3,ika,3
473,7,7,tamago,3
473,8,10,hotategai,2
473,9,15,samon,2
473,10,22,kani,2
474,1,1,anago,4
474,2,9,amaebi,4
474,3,19,chu_toro,4
474,4,25,unagi,4
474,5,31,katsuo,4
474,6,5,tako,3
474,7,39,sayori,3
474,8,18,saba,2
474,9,24,torigai,1
474,10,29,kappa_maki,1
475,1,3,ika,4
475,2,8,toro,4
475,3,15,samon,4
475,4,27,kanpachi,4
475,5,45,sarada,4
475,6,47,tarabagani,4
475,7,12,akagai,3
475,8,20,hirame,3
475,9,16,kazunoko,2
475,10,35,kanimiso,2
476,1,8,toro,4
476,2,13,hamachi,4
476,3,11,tai,3
476,4,39,sayori,3
476,5,50,tarako,3
476,6,53,toro_samon,3
476,7,3,ika,2
476,8,22,kani,2
476,9,40,takuwan_maki,2
476,10,77,himo,2
477,1,20,hirame,4
477,2,36,engawa,4
477,3,5,tako,3
477,4,9,amaebi,3
477,5,67,ana_kyu_maki,3
477,6,6,ikura,2
477,7,42,tobiko,2
477,8,59,ankimo,2
477,9,69,okura,2
477,10,81,kue,2
478,1,7,tamago,4
478,2,11,tai,4
478,3,22,kani,4
478,4,1,anago,3
478,5,4,uni,3
478,6,12,akagai,3
478,7,13,hamachi,3
478,8,23,kohada,3
478,9,44,mentaiko,2
478,10,84,kujira,2
479,1,11,tai,4
479,2,22,kani,4
479,3,30,geso,4
479,4,82,sawara,4
479,5,8,toro,2
479,6,40,takuwan_maki,2
479,7,6,ikura,0
479,8,13,hamachi,0
479,9,24,torigai,0
479,10,89,mamakari,0
480,1,9,amaebi,4
480,2,11,tai,4
480,3,12,akagai,4
480,4,17,shako,4
480,5,21,aji,4
480,6,23,kohada,4
480,7,34,shimaaji,4
480,8,41,botanebi,4
480,9,0,ebi,2
480,10,74,shiso_maki,2
481,1,4,uni,4
481,2,7,tamago,4
481,3,8,toro,4
481,4,9,amaebi,4
481,5,10,hotategai,4
481,6,14,awabi,4
481,7,19,chu_toro,4
481,8,25,unagi,3
481,9,30,geso,1
481,10,93,karasumi,0
482,1,5,tako,4
482,2,9,amaebi,4
482,3,13,hamachi,4
482,4,19,chu_toro,4
482,5,20,hirame,4
482,6,37,negi_toro,4
482,7,11,tai,3
482,8,39,sayori,2
482,9,53,toro_samon,2
482,10,58,nattou,1
483,1,4,uni,4
483,2,19,chu_toro,4
483,3,20,hirame,4
483,4,37,negi_toro,4
483,5,2,maguro,3
483,6,32,iwashi,3
483,7,79,kurumaebi,3
483,8,0,ebi,2
483,9,33,hokkigai,2
483,10,40,takuwan_maki,2
484,1,8,toro,4
484,2,14,awabi,4
484,3,32,iwashi,4
484,4,59,ankimo,4
484,5,10,hotategai,3
484,6,12,akagai,3
484,7,11,tai,2
484,8,17,shako,2
484,9,29,kappa_maki,2
484,10,94,uni_kurage,2
485,1,2,maguro,4
485,2,3,ika,4
485,3,9,amaebi,4
485,4,33,hokkigai,4
485,5,41,botanebi,4
485,6,51,sazae,4
485,7,20,hirame,3
485,8,57,shirauo,3
485,9,1,anago,2
485,10,13,hamachi,2
486,1,1,anago,4
486,2,2,maguro,3
486,3,14,awabi,3
486,4,41,botanebi,3
486,5,22,kani,1
486,6,55,hamo,1
486,7,8,toro,0
486,8,13,hamachi,0
486,9,21,aji,0
486,10,33,hokkigai,0
487,1,12,akagai,4
487,2,13,hamachi,4
487,3,29,kappa_maki,4
487,4,34,shimaaji,4
487,5,51,sazae,3
487,6,4,uni,2
487,7,28,mirugai,2
487,8,63,hamaguri,2
487,9,79,kurumaebi,2
487,10,5,tako,0
488,1,2,maguro,4
488,2,5,tako,4
488,3,9,amaebi,4
488,4,11,tai,4
488,5,13,hamachi,4
488,6,14,awabi,4
488,7,20,hirame,4
488,8,23,kohada,4
488,9,1,anago,3
488,10,38,nattou_maki,2
489,1,2,maguro,4
489,2,16,kazunoko,3
489,3,12,akagai,2
489,4,32,iwashi,2
489,5,65,fugu,2
489,6,10,hotategai,1
489,7,20,hirame,1
489,8,34,shimaaji,1
489,9,46,suzuki,1
489,10,49,komochi_konbu,1
490,1,20,hirame,4
490,2,3,ika,3
490,3,4,uni,3
490,4,7,tamago,3
490,5,33,hokkigai,3
490,6,2,maguro,2
490,7,16,kazunoko,2
490,8,24,torigai,2
490,9,48,ume_shiso_maki,2
490,10,56,nasu,1
491,1,4,uni,4
491,2,7,tamago,4
491,3,20,hirame,4
491,4,21,aji,4
491,5,46,suzuki,3
491,6,39,sayori,2
491,7,47,tarabagani,2
491,8,6,ikura,0
491,9,24,torigai,0
491,10,33,hokkigai,0
492,1,19,chu_toro,4
492,2,1,anago,3
492,3,6,ikura,3
492,4,15,samon,3
492,5,21,aji,3
492,6,11,tai,2
492,7,16,kazunoko,2
492,8,49,komochi_konbu,2
492,9,72,mentaiko_maki,2
492,10,84,kujira,2
493,1,2,maguro,4
493,2,3,ika,4
493,3,15,samon,4
493,4,19,chu_toro,4
493,5,65,fugu,3
493,6,6,ikura,2
493,7,8,toro,2
493,8,63,hamaguri,2
493,9,18,saba,0
493,10,23,kohada,0
494,1,38,nattou_maki,4
494,2,60,kanpyo_maki,4
494,3,51,sazae,3
494,4,80,mekabu,3
494,5,12,akagai,2
494,6,15,samon,2
494,7,23,kohada,2
494,8,24,torigai,2
494,9,21,aji,1
494,10,50,tarako,0
495,1,17,shako,4
495,2,43,inari,4
495,3,21,aji,3
495,4,25,unagi,3
495,5,27,kanpachi,3
495,6,37,negi_toro,3
495,7,72,mentaiko_maki,2
495,8,3,ika,1
495,9,4,uni,1
495,10,16,kazunoko,1
496,1,6,ikura,4
496,2,25,unagi,4
496,3,5,tako,3
496,4,12,akagai,3
496,5,44,mentaiko,3
496,6,33,hokkigai,2
496,7,52,aoyagi,2
496,8,57,shirauo,2
496,9,65,fugu,2
496,10,19,chu_toro,0
497,1,4,uni,4
497,2,37,negi_toro,4
497,3,3,ika,3
497,4,11,tai,3
497,5,16,kazunoko,3
497,6,21,aji,3
497,7,24,torigai,3
497,8,31,katsuo,3
497,9,32,iwashi,3
497,10,13,hamachi,2
498,1,0,ebi,4
498,2,10,hotategai,4
498,3,22,kani,4
498,4,5,tako,3
498,5,8,toro,1
498,6,33,hokkigai,1
498,7,13,hamachi,0
498,8,17,shako,0
498,9,23,kohada,0
498,10,24,torigai,0
499,1,13,hamachi,4
499,2,17,shako,4
499,3,19,chu_toro,4
499,4,21,aji,4
499,5,23,kohada,4
499,6,28,mirugai,4
499,7,55,hamo,3
499,8,61,negi_toro_maki,3
499,9,3,ika,2
499,10,15,samon,2
500,1,8,toro,4
500,2,7,tamago,3
500,3,21,aji,3
500,4,79,kurumaebi,3
500,5,34,shimaaji,2
500,6,38,nattou_maki,2
500,7,45,sarada,2
500,8,85,kamo,2
500,9,97,namako,1
500,10,69,okura,0
501,1,7,tamago,3
501,2,10,hotategai,3
501,3,11,tai,3
501,4,35,kanimiso,3
501,5,34,shimaaji,2
501,6,45,sarada,2
501,7,55,hamo,2
501,8,82,sawara,1
501,9,18,saba,0
501,10,31,katsuo,0
502,1,14,awabi,4
502,2,41,botanebi,4
502,3,57,shirauo,4
502,4,63,hamaguri,4
502,5,0,ebi,3
502,6,13,hamachi,3
502,7,17,shako,3
502,8,37,negi_toro,3
502,9,7,tamago,2
502,10,16,kazunoko,1
503,1,2,maguro,4
503,2,10,hotategai,3
503,3,12,akagai,2
503,4,30,geso,2
503,5,51,sazae,2
503,6,4,uni,1
503,7,77,himo,1
503,8,86,himo_kyu_maki,1
503,9,6,ikura,0
503,10,16,kazunoko,0
504,1,0,ebi,4
504,2,2,maguro,4
504,3,9,amaebi,4
504,4,20,hirame,4
504,5,31,katsuo,4
504,6,16,kazunoko,3
504,7,5,tako,2
504,8,56,nasu,2
504,9,14,awabi,1
504,10,40,takuwan_maki,1
505,1,0,ebi,4
505,2,7,tamago,4
505,3,30,geso,4
505,4,8,toro,3
505,5,12,akagai,2
505,6,14,awabi,2
505,7,16,kazunoko,2
505,8,21,aji,2
505,9,24,torigai,2
505,10,59,ankimo,2
506,1,11,tai,4
506,2,15,samon,4
506,3,26,tekka_maki,4
506,4,53,toro_samon,4
506,5,22,kani,3
506,6,64,basashi,3
506,7,4,uni,2
506,8,60,kanpyo_maki,2
506,9,16,kazunoko,1
506,10,56,nasu,0
507,1,2,maguro,4
507,2,16,kazunoko,4
507,3,20,hirame,4
507,4,26,tekka_maki,4
507,5,47,tarabagani,4
507,6,51,sazae,4
507,7,0,ebi,3
507,8,12,akagai,3
507,9,3,ika,2
507,10,15,samon,2
508,1,6,ikura,4
508,2,31,katsuo,4
508,3,47,tarabagani,4
508,4,23,kohada,2
508,5,27,kanpachi,2
508,6,29,kappa_maki,2
508,7,82,sawara,2
508,8,2,maguro,1
508,9,17,shako,0
508,10,33,hokkigai,0
509,1,8,toro,4
509,2,9,amaebi,4
509,3,13,hamachi,4
509,4,34,shimaaji,4
509,5,22,kani,3
509,6,29,kappa_maki,3
509,7,54,sanma,3
509,8,1,anago,1
509,9,4,uni,1
509,10,17,shako,1
510,1,2,maguro,4
510,2,6,ikura,4
510,3,11,tai,4
510,4,20,hirame,4
510,5,21,aji,4
510,6,1,anago,3
510,7,22,kani,3
510,8,10,hotategai,1
510,9,29,kappa_maki,1
510,10,40,takuwan_maki,1
511,1,42,tobiko,4
511,2,10,hotategai,3
511,3,50,tarako,3
511,4,3,ika,2
511,5,7,tamago,2
511,6,8,toro,1
511,7,14,awabi,1
511,8,26,tekka_maki,1
511,9,31,katsuo,1
511,10,37,negi_toro,1
512,1,11,tai,4
512,2,30,geso,4
512,3,44,mentaiko,4
512,4,57,shirauo,4
512,5,58,nattou,4
512,6,10,hotategai,3
512,7,17,shako,2
512,8,41,botanebi,2
512,9,42,tobiko,2
512,10,97,namako,2
513,1,1,anago,4
513,2,4,uni,4
513,3,20,hirame,4
513,4,33,hokkigai,4
513,5,49,komochi_konbu,4
513,6,11,tai,3
513,7,63,hamaguri,3
513,8,0,ebi,2
513,9,3,ika,2
513,10,40,takuwan_maki,2
514,1,12,akagai,4
514,2,18,saba,4
514,3,22,kani,4
514,4,54,sanma,4
514,5,0,ebi,3
514,6,9,amaebi,3
514,7,50,tarako,2
514,8,5,tako,1
514,9,69,okura,1
514,10,71,sarada_maki,0
515,1,0,ebi,4
515,2,4,uni,4
515,3,7,tamago,4
515,4,11,tai,4
515,5,25,unagi,4
515,6,57,shirauo,4
515,7,13,hamachi,3
515,8,24,torigai,3
515,9,46,suzuki,2
515,10,14,awabi,1
516,1,2,maguro,4
516,2,6,ikura,4
516,3,41,botanebi,4
516,4,43,inari,3
516,5,28,mirugai,2
516,6,52,aoyagi,2
516,7,40,takuwan_maki,1
516,8,4,uni,0
516,9,17,shako,0
516,10,68,hiragai,0
517,1,8,toro,4
517,2,25,unagi,4
517,3,61,negi_toro_maki,4
517,4,76,zuke,4
517,5,3,ika,2
517,6,13,hamachi,2
517,7,23,kohada,2
517,8,54,sanma,2
517,9,60,kanpyo_maki,2
517,10,74,shiso_maki,2
518,1,7,tamago,4
518,2,15,samon,4
518,3,27,kanpachi,4
518,4,44,mentaiko,4
518,5,3,ika,3
518,6,10,hotategai,3
518,7,13,hamachi,3
518,8,20,hirame,2
518,9,51,sazae,1
518,10,4,uni,0
519,1,6,ikura,4
519,2,9,amaebi,4
519,3,30,geso,4
519,4,38,nattou_maki,4
519,5,48,ume_shiso_maki,4
519,6,55,hamo,4
519,7,34,shimaaji,3
519,8,12,akagai,2
519,9,28,mirugai,2
519,10,77,himo,2
520,1,15,samon,4
520,2,21,aji,4
520,3,25,unagi,4
520,4,71,sarada_maki,4
520,5,3,ika,3
520,6,12,akagai,3
520,7,23,kohada,3
520,8,47,tarabagani,3
520,9,30,geso,2
520,10,4,uni,1
521,1,0,ebi,4
521,2,38,nattou_maki,4
521,3,50,tarako,4
521,4,79,kurumaebi,4
521,5,29,kappa_maki,3
521,6,37,negi_toro,3
521,7,11,tai,2
521,8,20,hirame,2
521,9,18,saba,0
521,10,25,unagi,0
522,1,5,tako,3
522,2,7,tamago,3
522,3,10,hotategai,3
522,4,76,zuke,3
522,5,68,hiragai,2
522,6,12,akagai,1
522,7,16,kazunoko,1
522,8,35,kanimiso,0
522,9,37,negi_toro,0
522,10,56,nasu,0
523,1,4,uni,4
523,2,8,toro,4
523,3,22,kani,4
523,4,5,tako,3
523,5,12,akagai,3
523,6,27,kanpachi,3
523,7,18,saba,2
523,8,34,shimaaji,2
523,9,24,torigai,1
523,10,48,ume_shiso_maki,1
524,1,0,ebi,4
524,2,1,anago,4
524,3,2,maguro,4
524,4,9,amaebi,4
524,5,11,tai,4
524,6,14,awabi,4
524,7,22,kani,4
524,8,5,tako,3
524,9,92,kyabia,3
524,10,23,kohada,2
525,1,4,uni,4
525,2,15,samon,4
525,3,22,kani,4
525,4,13,hamachi,3
525,5,14,awabi,2
525,6,30,geso,2
525,7,35,kanimiso,2
525,8,42,tobiko,2
525,9,81,kue,2
525,10,99,kaki,2
526,1,25,unagi,4
526,2,27,kanpachi,4
526,3,53,toro_samon,4
526,4,61,negi_toro_maki,4
526,5,4,uni,2
526,6,18,saba,2
526,7,28,mirugai,2
526,8,33,hokkigai,2
526,9,36,engawa,2
526,10,68,hiragai,2
527,1,1,anago,4
527,2,5,tako,4
527,3,9,amaebi,4
527,4,16,kazunoko,4
527,5,23,kohada,4
527,6,26,tekka_maki,4
527,7,35,kanimiso,4
527,8,40,takuwan_maki,4
527,9,59,ankimo,4
527,10,17,shako,1
528,1,2,maguro,4
528,2,9,amaebi,4
528,3,10,hotategai,3
528,4,5,tako,2
528,5,11,tai,2
528,6,29,kappa_maki,2
528,7,32,iwashi,2
528,8,46,suzuki,2
528,9,51,sazae,2
528,10,79,kurumaebi,2
529,1,10,hotategai,4
529,2,11,tai,4
529,3,62,gyusashi,4
529,4,82,sawara,4
529,5,13,hamachi,3
529,6,21,aji,3
529,7,7,tamago,2
529,8,23,kohada,2
529,9,25,unagi,2
529,10,18,saba,1
530,1,6,ikura,4
530,2,8,toro,4
530,3,12,akagai,4
530,4,14,awabi,4
530,5,18,saba,4
530,6,49,komochi_konbu,4
530,7,17,shako,2
530,8,23,kohada,2
530,9,31,katsuo,2
530,10,45,sarada,0
531,1,2,maguro,4
531,2,11,tai,4
531,3,14,awabi,4
531,4,20,hirame,4
531,5,35,kanimiso,4
531,6,3,ika,3
531,7,33,hokkigai,3
531,8,5,tako,2
531,9,7,tamago,2
531,10,48,ume_shiso_maki,2
532,1,8,toro,4
532,2,27,kanpachi,4
532,3,45,sarada,4
532,4,98,shishamo,4
532,5,5,tako,3
532,6,37,negi_toro,3
532,7,14,awabi,2
532,8,24,torigai,2
532,9,30,geso,2
532,10,2,maguro,1
533,1,0,ebi,4
533,2,10,hotategai,4
533,3,12,akagai,4
533,4,13,hamachi,4
533,5,24,torigai,4
533,6,25,unagi,4
533,7,31,katsuo,3
533,8,21,aji,2
533,9,48,ume_shiso_maki,2
533,10,90,hoya,2
534,1,6,ikura,4
534,2,10,hotategai,4
534,3,13,hamachi,4
534,4,26,tekka_maki,4
534,5,47,tarabagani,4
534,6,3,ika,3
534,7,0,ebi,2
534,8,1,anago,2
534,9,5,tako,2
534,10,67,ana_kyu_maki,2
535,1,4,uni,4
535,2,6,ikura,4
535,3,8,toro,4
535,4,10,hotategai,4
535,5,13,hamachi,4
535,6,16,kazunoko,4
535,7,22,kani,4
535,8,35,kanimiso,4
535,9,39,sayori,4
535,10,46,suzuki,4
536,1,4,uni,4
536,2,20,hirame,4
536,3,9,amaebi,3
536,4,10,hotategai,3
536,5,17,shako,3
536,6,18,saba,3
536,7,22,kani,3
536,8,25,unagi,3
536,9,30,geso,3
536,10,3,ika,2
537,1,6,ikura,4
537,2,7,tamago,4
537,3,47,tarabagani,4
537,4,50,tarako,4
537,5,11,tai,3
537,6,24,torigai,2
537,7,28,mirugai,2
537,8,0,ebi,1
537,9,1,anago,1
537,10,25,unagi,1
538,1,0,ebi,4
538,2,7,tamago,4
538,3,9,amaebi,4
538,4,25,unagi,4
538,5,40,takuwan_maki,4
538,6,3,ika,3
538,7,10,hotategai,3
538,8,35,kanimiso,2
538,9,6,ikura,0
538,10,19,chu_toro,0
539,1,3,ika,4
539,2,6,ikura,4
539,3,8,toro,4
539,4,22,kani,4
539,5,82,sawara,4
539,6,1,anago,3
539,7,4,uni,3
539,8,48,ume_shiso_maki,3
539,9,50,tarako,3
539,10,32,iwashi,0
540,1,19,chu_toro,4
540,2,37,negi_toro,4
540,3,44,mentaiko,4
540,4,2,maguro,3
540,5,80,mekabu,3
540,6,93,karasumi,3
540,7,6,ikura,2
540,8,55,hamo,2
540,9,62,gyusashi,2
540,10,63,hamaguri,2
541,1,1,anago,4
541,2,7,tamago,4
541,3,8,toro,4
541,4,14,awabi,4
541,5,20,hirame,4
541,6,38,nattou_maki,4
541,7,10,hotategai,3
541,8,11,tai,3
541,9,55,hamo,3
541,10,42,tobiko,2
542,1,31,katsuo,4
542,2,36,engawa,4
542,3,43,inari,4
542,4,29,kappa_maki,2
542,5,65,fugu,2
542,6,4,uni,0
542,7,10,hotategai,0
542,8,16,kazunoko,0
542,9,17,shako,0
542,10,52,aoyagi,0
543,1,0,ebi,4
543,2,11,tai,4
543,3,22,kani,4
543,4,25,unagi,4
543,5,34,shimaaji,4
543,6,71,sarada_maki,4
543,7,12,akagai,2
543,8,23,kohada,2
543,9,28,mirugai,2
543,10,43,inari,2
544,1,15,samon,4
544,2,10,hotategai,3
544,3,23,kohada,3
544,4,36,engawa,3
544,5,50,tarako,3
544,6,62,gyusashi,3
544,7,86,himo_kyu_maki,2
544,8,99,kaki,2
544,9,3,ika,1
544,10,17,shako,0
545,1,8,toro,4
545,2,19,chu_toro,4
545,3,20,hirame,4
545,4,26,tekka_maki,4
545,5,38,nattou_maki,4
545,6,61,negi_toro_maki,4
545,7,76,zuke,4
545,8,33,hokkigai,2
545,9,39,sayori,2
545,10,97,namako,0
546,1,13,hamachi,4
546,2,27,kanpachi,4
546,3,77,himo,4
546,4,2,maguro,3
546,5,18,saba,3
546,6,9,amaebi,2
546,7,15,samon,2
546,8,30,geso,2
546,9,41,botanebi,2
546,10,0,ebi,0
547,1,1,anago,4
547,2,2,maguro,4
547,3,4,uni,4
547,4,67,ana_kyu_maki,4
547,5,25,unagi,3
547,6,20,hirame,2
547,7,23,kohada,2
547,8,31,katsuo,2
547,9,50,tarako,2
547,10,18,saba,1
548,1,11,tai,4
548,2,57,shirauo,4
548,3,61,negi_toro_maki,4
548,4,14,awabi,3
548,5,36,engawa,3
548,6,21,aji,2
548,7,34,shimaaji,2
548,8,35,kanimiso,2
548,9,41,botanebi,2
548,10,59,ankimo,1
549,1,6,ikura,4
549,2,14,awabi,4
549,3,19,chu_toro,4
549,4,21,aji,4
549,5,23,kohada,4
549,6,33,hokkigai,4
549,7,3,ika,3
549,8,50,tarako,3
549,9,7,tamago,2
549,10,56,nasu,1
550,1,1,anago,4
550,2,4,uni,4
550,3,6,ikura,4
550,4,8,toro,4
550,5,36,engawa,4
550,6,41,botanebi,4
550,7,44,mentaiko,4
550,8,72,mentaiko_maki,4
550,9,7,tamago,3
550,10,71,sarada_maki,1
551,1,8,toro,4
551,2,9,amaebi,4
551,3,24,torigai,4
551,4,32,iwashi,4
551,5,0,ebi,3
551,6,25,unagi,3
551,7,27,kanpachi,3
551,8,59,ankimo,3
551,9,74,shiso_maki,3
551,10,64,basashi,1
552,1,6,ikura,4
552,2,37,negi_toro,4
552,3,58,nattou,4
552,4,8,toro,3
552,5,7,tamago,2
552,6,3,ika,1
552,7,14,awabi,1
552,8,4,uni,0
552,9,33,hokkigai,0
552,10,34,shimaaji,0
553,1,8,toro,4
553,2,16,kazunoko,4
553,3,24,torigai,4
553,4,4,uni,3
553,5,5,tako,3
553,6,14,awabi,3
553,7,3,ika,1
553,8,17,shako,0
553,9,23,kohada,0
553,10,32,iwashi,0
554,1,3,ika,4
554,2,5,tako,4
554,3,36,engawa,4
554,4,47,tarabagani,4
554,5,40,takuwan_maki,3
554,6,16,kazunoko,2
554,7,18,saba,2
554,8,23,kohada,2
554,9,37,negi_toro,2
554,10,9,amaebi,1
555,1,4,uni,4
555,2,8,toro,4
555,3,9,amaebi,4
555,4,0,ebi,3
555,5,5,tako,2
555,6,13,hamachi,2
555,7,12,akagai,0
555,8,17,shako,0
555,9,28,mirugai,0
555,10,64,basashi,0
556,1,6,ikura,4
556,2,2,maguro,2
556,3,19,chu_toro,2
556,4,24,torigai,2
556,5,13,hamachi,1
556,6,27,kanpachi,1
556,7,12,akagai,0
556,8,15,samon,0
556,9,18,saba,0
556,10,23,kohada,0
557,1,3,ika,4
557,2,25,unagi,3
557,3,1,anago,2
557,4,9,amaebi,2
557,5,36,engawa,2
557,6,14,awabi,1
557,7,18,saba,1
557,8,52,aoyagi,1
557,9,2,maguro,0
557,10,35,kanimiso,0
558,1,21,aji,4
558,2,61,negi_toro_maki,4
558,3,0,ebi,3
558,4,3,ika,2
558,5,4,uni,2
558,6,5,tako,2
558,7,45,sarada,2
558,8,98,shishamo,2
558,9,6,ikura,1
558,10,92,kyabia,1
559,1,4,uni,4
559,2,8,toro,4
559,3,0,ebi,3
559,4,3,ika,3
559,5,7,tamago,3
559,6,11,tai,3
559,7,14,awabi,3
559,8,12,akagai,0
559,9,18,saba,0
559,10,40,takuwan_maki,0
560,1,1,anago,4
560,2,9,amaebi,4
560,3,11,tai,4
560,4,14,awabi,4
560,5,15,samon,4
560,6,16,kazunoko,4
560,7,20,hirame,4
560,8,36,engawa,4
560,9,38,nattou_maki,1
560,10,56,nasu,0
561,1,8,toro,4
561,2,11,tai,4
561,3,13,hamachi,4
561,4,14,awabi,4
561,5,16,kazunoko,4
561,6,25,unagi,4
561,7,67,ana_kyu_maki,4
561,8,19,chu_toro,3
561,9,28,mirugai,3
561,10,3,ika,2
562,1,2,maguro,4
562,2,8,toro,4
562,3,13,hamachi,4
562,4,3,ika,3
562,5,7,tamago,3
562,6,28,mirugai,3
562,7,15,samon,2
562,8,26,tekka_maki,2
562,9,16,kazunoko,1
562,10,51,sazae,1
563,1,1,anago,4
563,2,2,maguro,4
563,3,13,hamachi,4
563,4,27,kanpachi,4
563,5,7,tamago,3
563,6,92,kyabia,2
563,7,93,karasumi,2
563,8,8,toro,1
563,9,28,mirugai,1
563,10,38,nattou_maki,0
564,1,8,toro,4
564,2,15,samon,4
564,3,37,negi_toro,4
564,4,11,tai,0
564,5,17,shako,0
564,6,23,kohada,0
564,7,30,geso,0
564,8,32,iwashi,0
564,9,44,mentaiko,0
564,10,62,gyusashi,0
565,1,1,anago,4
565,2,5,tako,4
565,3,9,amaebi,4
565,4,14,awabi,4
565,5,16,kazunoko,4
565,6,35,kanimiso,4
565,7,50,tarako,4
565,8,17,shako,3
565,9,26,tekka_maki,3
565,10,2,maguro,2
566,1,2,maguro,4
566,2,3,ika,4
566,3,8,toro,4
566,4,1,anago,3
566,5,7,tamago,3
566,6,24,torigai,3
566,7,57,shirauo,3
566,8,75,ika_nattou,3
566,9,18,saba,2
566,10,0,ebi,1
567,1,3,ika,4
567,2,5,tako,4
567,3,8,toro,4
567,4,26,tekka_maki,4
567,5,27,kanpachi,4
567,6,1,anago,3
567,7,14,awabi,3
567,8,28,mirugai,2
567,9,36,engawa,2
567,10,64,basashi,2
568,1,6,ikura,4
568,2,8,toro,4
568,3,26,tekka_maki,4
568,4,41,botanebi,4
568,5,21,aji,2
568,6,38,nattou_maki,2
568,7,57,shirauo,2
568,8,64,basashi,2
568,9,91,battera,2
568,10,97,namako,2
569,1,0,ebi,4
569,2,2,maguro,4
569,3,9,amaebi,4
569,4,12,akagai,4
569,5,28,mirugai,4
569,6,42,tobiko,4
569,7,61,negi_toro_maki,4
569,8,95,karei,4
569,9,30,geso,2
569,10,17,shako,1
570,1,6,ikura,4
570,2,8,toro,4
570,3,70,ume_maki,4
570,4,0,ebi,3
570,5,9,amaebi,2
570,6,40,takuwan_maki,2
570,7,14,awabi,1
570,8,18,saba,1
570,9,12,akagai,0
570,10,52,aoyagi,0
571,1,3,ika,4
571,2,6,ikura,4
571,3,8,toro,4
571,4,17,shako,3
571,5,43,inari,3
571,6,66,tsubugai,3
571,7,0,ebi,2
571,8,40,takuwan_maki,2
571,9,51,sazae,2
571,10,96,hiramasa,2
572,1,3,ika,4
572,2,9,amaebi,4
572,3,40,takuwan_maki,4
572,4,41,botanebi,4
572,5,72,mentaiko_maki,4
572,6,30,geso,3
572,7,42,tobiko,3
572,8,63,hamaguri,3
572,9,4,uni,1
572,10,84,kujira,1
573,1,9,amaebi,4
573,2,10,hotategai,4
573,3,11,tai,4
573,4,41,botanebi,4
573,5,44,mentaiko,4
573,6,79,kurumaebi,4
573,7,18,saba,2
573,8,25,unagi,2
573,9,12,akagai,0
573,10,24,torigai,0
574,1,9,amaebi,4
574,2,53,toro_samon,4
574,3,0,ebi,3
574,4,26,tekka_maki,3
574,5,17,shako,2
574,6,18,saba,2
574,7,20,hirame,2
574,8,23,kohada,2
574,9,40,takuwan_maki,2
574,10,46,suzuki,2
575,1,2,maguro,4
575,2,7,tamago,4
575,3,19,chu_toro,4
575,4,15,samon,3
575,5,77,himo,2
575,6,44,mentaiko,1
575,7,63,hamaguri,1
575,8,4,uni,0
575,9,5,tako,0
575,10,6,ikura,0
576,1,21,aji,4
576,2,27,kanpachi,4
576,3,5,tako,3
